,Suburb,Address,Type,Method,SellerG,CouncilArea,Regionname,Rooms,Price,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,main_lat,main_lon,station,Distance_to_Station
4227,Richmond,46 Park Gr,h,PI,Biggin,Yarra City Council,Northern Metropolitan,4,1800000.0,2.6,3121.0,4.0,2.0,0.0,288.0,-37.8268,145.0129,Burnley,0.4729
4228,Richmond,22a Stanley St,h,S,Biggin,Yarra City Council,Northern Metropolitan,3,1600000.0,2.6,3121.0,3.0,2.0,2.0,80.0,-37.8233,144.9947,East Richmond,0.4174
4229,Richmond,10 Botherambo St,t,SP,Jellis,Yarra City Council,Northern Metropolitan,2,1200000.0,2.6,3121.0,2.0,2.0,1.0,170.0,-37.8229,144.9931,Richmond,0.3315
4230,Richmond,288 Church St,h,S,Abercromby's,Yarra City Council,Northern Metropolitan,3,1555000.0,2.6,3121.0,3.0,2.0,1.0,189.0,-37.82,144.9987,East Richmond,0.7301
4231,Richmond,25 Dickmann St,h,S,Marshall,Yarra City Council,Northern Metropolitan,3,1361000.0,2.6,3121.0,3.0,2.0,1.0,99.0,-37.8249,144.9976,East Richmond,0.1768
4232,Richmond,1/7 Sanders Pl,t,S,Jellis,Yarra City Council,Northern Metropolitan,3,1582000.0,2.6,3121.0,3.0,3.0,2.0,119.0,-37.8278,144.9984,East Richmond,0.1793
4233,Richmond,28 Farmer St,h,SP,Jellis,Yarra City Council,Northern Metropolitan,3,2055000.0,2.6,3121.0,3.0,1.0,1.0,331.0,-37.8263,145.0085,Burnley,0.167
4234,Richmond,23 Gardner St,t,S,Jellis,Yarra City Council,Northern Metropolitan,3,1012000.0,2.6,3121.0,3.0,2.0,1.0,80.0,-37.8155,145.0061,West Richmond,1.2706
4235,Richmond,239 Punt Rd,h,S,Jellis,Yarra City Council,Northern Metropolitan,3,1570000.0,2.6,3121.0,3.0,1.0,2.0,248.0,-37.8198,144.9899,Richmond,0.4638
4236,Richmond,30 Rowena Pde,h,S,Biggin,Yarra City Council,Northern Metropolitan,3,1345000.0,2.6,3121.0,3.0,1.0,1.0,209.0,-37.8206,144.9913,Richmond,0.4035
4237,Richmond,5 Birch Sq,h,VB,Jellis,Yarra City Council,Northern Metropolitan,3,1350000.0,2.6,3121.0,3.0,2.0,2.0,133.0,-37.8183,145.0079,Burnley,1.0379
4238,Richmond,4 Burgess St,h,S,Rendina,Yarra City Council,Northern Metropolitan,3,1405000.0,2.6,3121.0,3.0,1.0,2.0,212.0,-37.8302,144.9993,East Richmond,0.4524
4239,Richmond,1 Hodgson Tce,h,S,Biggin,Yarra City Council,Northern Metropolitan,3,1495000.0,2.6,3121.0,3.0,2.0,1.0,159.0,-37.8195,144.9974,West Richmond,0.7521
4240,Richmond,9 Hosie St,h,S,Biggin,Yarra City Council,Northern Metropolitan,3,1410000.0,2.6,3121.0,3.0,1.0,0.0,224.0,-37.8199,145.0017,East Richmond,0.828
4241,Richmond,52 Hunter St,h,SP,Biggin,Yarra City Council,Northern Metropolitan,2,1150000.0,2.6,3121.0,2.0,1.0,0.0,156.0,-37.8209,145.0052,Burnley,0.778
4242,Richmond,25 Palmer St,h,S,Nelson,Yarra City Council,Northern Metropolitan,4,1775000.0,2.6,3121.0,4.0,1.0,0.0,434.0,-37.8185,145.0061,Burnley,1.0241
4243,Richmond,4/199 Punt Rd,u,S,Biggin,Yarra City Council,Northern Metropolitan,1,360000.0,2.6,3121.0,1.0,1.0,1.0,1332.0,-37.8181,144.9901,West Richmond,0.4288
4244,Richmond,43 Type St,h,S,Biggin,Yarra City Council,Northern Metropolitan,3,1270000.0,2.6,3121.0,3.0,1.0,1.0,152.0,-37.8219,145.0096,Burnley,0.6606
4245,Richmond,50 Canterbury St,h,S,Biggin,Yarra City Council,Northern Metropolitan,2,827500.0,2.6,3121.0,2.0,1.0,0.0,127.0,-37.8251,145.0063,Burnley,0.3044
4246,Richmond,183 Mary St,h,PI,Biggin,Yarra City Council,Northern Metropolitan,4,1500000.0,2.6,3121.0,4.0,2.0,1.0,162.0,-37.8252,145.0013,East Richmond,0.3822
4247,Richmond,21 Crown St,h,S,Biggin,Yarra City Council,Northern Metropolitan,3,1165000.0,2.6,3121.0,3.0,1.0,1.0,167.0,-37.8167,145.0098,Burnley,1.2305
4248,Richmond,2 Peers St,h,SP,Biggin,Yarra City Council,Northern Metropolitan,2,870000.0,2.6,3121.0,2.0,1.0,1.0,100.0,-37.8136,144.9927,West Richmond,0.1298
4249,Richmond,29a Abinger St,h,S,hockingstuart,Yarra City Council,Northern Metropolitan,3,1185000.0,2.6,3121.0,2.0,2.0,1.0,135.0,-37.8202,145.0013,East Richmond,0.7821
4250,Richmond,20 Lincoln St,h,S,Kay,Yarra City Council,Northern Metropolitan,4,1212500.0,2.6,3121.0,4.0,3.0,2.0,108.0,-37.8129,145.0013,North Richmond,0.8298
4251,Richmond,24 The Crofts,h,S,hockingstuart,Yarra City Council,Northern Metropolitan,2,1125000.0,2.6,3121.0,2.0,1.0,0.0,103.0,-37.8199,144.9911,Richmond,0.4712
4252,Richmond,5 Union St,h,S,Biggin,Yarra City Council,Northern Metropolitan,3,1520000.0,2.6,3121.0,3.0,1.0,2.0,248.0,-37.8185,144.9935,West Richmond,0.4768
4253,Rosanna,20 Rowell St,h,S,Nelson,Banyule City Council,Eastern Metropolitan,5,1101500.0,11.4,3084.0,4.0,2.0,1.0,629.0,-37.7395,145.0773,Rosanna,1.0522
4254,Rosanna,21 Darvall St,h,S,Miles,Banyule City Council,Eastern Metropolitan,2,971000.0,11.4,3084.0,3.0,1.0,1.0,608.0,-37.7407,145.0612,Rosanna,0.4954
4255,Rosanna,101 Ellesmere Pde,h,PI,Fletchers,Banyule City Council,Eastern Metropolitan,4,1020000.0,11.4,3084.0,4.0,2.0,2.0,843.0,-37.7348,145.0656,Rosanna,0.8987
4256,Rosanna,2/236 Lower Plenty Rd,u,VB,Miles,Banyule City Council,Eastern Metropolitan,3,560000.0,11.4,3084.0,3.0,1.0,1.0,213.0,-37.7386,145.0733,Rosanna,0.7902
4257,Rosanna,21 Ruthven St,h,SP,Miles,Banyule City Council,Eastern Metropolitan,3,1050000.0,11.4,3084.0,3.0,1.0,2.0,1016.0,-37.7299,145.0656,Macleod,0.5061
4258,Rosanna,48 Grove Rd,h,S,Miles,Banyule City Council,Eastern Metropolitan,3,1155000.0,11.4,3084.0,3.0,2.0,1.0,608.0,-37.7439,145.0688,Rosanna,0.262
4259,Rosanna,16/77 St James Rd,t,S,Nelson,Banyule City Council,Eastern Metropolitan,2,531000.0,11.4,3084.0,2.0,1.0,1.0,83.0,-37.747,145.07,Rosanna,0.572
4260,Rosanna,166 Rosanna Rd,h,VB,Miles,Banyule City Council,Eastern Metropolitan,3,620000.0,11.4,3084.0,3.0,1.0,0.0,454.0,-37.7449,145.072,Rosanna,0.5641
4261,Rosanna,70 McCrae Rd,h,S,Barry,Banyule City Council,Eastern Metropolitan,3,780000.0,11.4,3084.0,3.0,1.0,2.0,627.0,-37.7367,145.0797,Rosanna,1.3774
4262,Rosanna,11 Thomson Dr,h,SP,Nelson,Banyule City Council,Eastern Metropolitan,4,1051000.0,11.4,3084.0,4.0,2.0,2.0,651.0,-37.7338,145.0703,Macleod,0.8415
4263,Rosanna,1 Hillside Rd,h,S,Miles,Banyule City Council,Eastern Metropolitan,5,2530000.0,11.4,3084.0,5.0,3.0,1.0,1850.0,-37.7465,145.0612,Rosanna,0.5914
4264,Rosanna,1/249 Lower Plenty Rd,h,SP,hockingstuart,Banyule City Council,Eastern Metropolitan,3,720000.0,11.4,3084.0,3.0,1.0,2.0,604.0,-37.7377,145.0737,Rosanna,0.8804
4265,Rosanna,5/37 Grandview Gr,u,S,Miles,Banyule City Council,Eastern Metropolitan,2,633000.0,11.4,3084.0,3.0,1.0,1.0,210.0,-37.7417,145.0613,Rosanna,0.4433
4266,Rosanna,1/241 Lower Plenty Rd,h,S,Buckingham,Banyule City Council,Eastern Metropolitan,2,725000.0,11.4,3084.0,2.0,2.0,2.0,336.0,-37.7381,145.073,Rosanna,0.8048
4267,Rosanna,1/73 Lower Plenty Rd,h,SP,Nelson,Banyule City Council,Eastern Metropolitan,4,821000.0,11.4,3084.0,3.0,1.0,2.0,403.0,-37.7437,145.0633,Rosanna,0.2644
4268,Rosanna,3/201 Rosanna Rd,u,S,Miles,Banyule City Council,Eastern Metropolitan,3,600000.0,11.4,3084.0,3.0,2.0,2.0,169.0,-37.7415,145.0726,Rosanna,0.5899
4269,Rosanna,27 Thomson Dr,h,VB,Miles,Banyule City Council,Eastern Metropolitan,4,890000.0,11.4,3084.0,4.0,3.0,2.0,583.0,-37.733,145.0694,Macleod,0.7465
4270,Rosanna,11/77 McCrae Rd,h,S,hockingstuart,Banyule City Council,Eastern Metropolitan,2,430000.0,11.4,3084.0,2.0,1.0,1.0,164.0,-37.7362,145.079,Rosanna,1.354
4271,Rosanna,68 Finlayson St,h,S,Miles,Banyule City Council,Eastern Metropolitan,3,860000.0,11.4,3084.0,3.0,1.0,2.0,583.0,-37.7346,145.0715,Macleod,0.9476
4272,Rosanna,51 Davies St,h,S,Fletchers,Banyule City Council,Eastern Metropolitan,3,1012000.0,11.4,3084.0,3.0,2.0,1.0,323.0,-37.7359,145.0614,Rosanna,0.8793
4273,Rosanna,109 Ellesmere Pde,h,SP,Miles,Banyule City Council,Eastern Metropolitan,3,1020000.0,11.4,3084.0,3.0,1.0,2.0,927.0,-37.7342,145.0658,Macleod,0.9263
4274,Rosanna,3/81 Lower Plenty Rd,u,PI,Fletchers,Banyule City Council,Eastern Metropolitan,2,635000.0,11.4,3084.0,2.0,1.0,1.0,203.0,-37.7432,145.0631,Rosanna,0.268
4275,Rosanna,13/77 St James Rd,t,SP,Nelson,Banyule City Council,Eastern Metropolitan,2,515000.0,11.4,3084.0,2.0,1.0,1.0,73.0,-37.7472,145.0702,Rosanna,0.6003
4276,Rosanna,206 Waiora Rd,h,S,Bekdon,Banyule City Council,Eastern Metropolitan,4,1610000.0,11.4,3084.0,4.0,1.0,4.0,1613.0,-37.7324,145.0606,Macleod,1.0105
4277,Rosanna,22 Douglas St,h,S,Miles,Banyule City Council,Eastern Metropolitan,2,1200000.0,11.4,3084.0,2.0,1.0,1.0,757.0,-37.7428,145.07,Rosanna,0.3413
4278,Rosanna,54 Grove Rd,h,S,Fletchers,Banyule City Council,Eastern Metropolitan,4,1270000.0,11.4,3084.0,4.0,2.0,4.0,604.0,-37.7435,145.0686,Rosanna,0.2291
4279,Rosanna,9 Greensborough Rd,h,S,Ray,Banyule City Council,Eastern Metropolitan,3,515000.0,11.4,3084.0,3.0,2.0,1.0,606.0,-37.7347,145.0783,Macleod,1.2361
4280,Rosanna,4/37 Grandview Gr,u,S,Miles,Banyule City Council,Eastern Metropolitan,3,780000.0,11.4,3084.0,3.0,1.0,2.0,239.0,-37.7417,145.061,Rosanna,0.4686
4281,Rosanna,10 Stokes St,h,S,Barry,Banyule City Council,Eastern Metropolitan,3,1000000.0,11.4,3084.0,3.0,1.0,1.0,826.0,-37.7352,145.0714,Rosanna,0.9713
4282,Rosanna,1/8 Stokes St,h,SP,Nelson,Banyule City Council,Eastern Metropolitan,3,867000.0,11.4,3084.0,3.0,1.0,1.0,355.0,-37.7352,145.0713,Rosanna,0.9671
4283,Rosanna,14 Invermay Gr,h,S,Miles,Banyule City Council,Eastern Metropolitan,3,945000.0,11.4,3084.0,3.0,1.0,1.0,625.0,-37.7412,145.0642,Rosanna,0.2511
4284,Rosanna,4/32 Lower Plenty Rd,u,S,Miles,Banyule City Council,Eastern Metropolitan,2,618000.0,11.4,3084.0,2.0,1.0,1.0,151.0,-37.7458,145.0609,Rosanna,0.5627
4285,Rosanna,2/237 Rosanna Rd,u,S,Barry,Banyule City Council,Eastern Metropolitan,3,601000.0,11.4,3084.0,3.0,2.0,1.0,217.0,-37.7388,145.0742,Rosanna,0.8426
4286,Rosanna,7 Douglas St,h,S,Nelson,Banyule City Council,Eastern Metropolitan,4,1021000.0,11.4,3084.0,4.0,2.0,2.0,782.0,-37.7433,145.0716,Rosanna,0.4843
4287,Rosanna,3/25 Ellesmere Pde,t,S,Buckingham,Banyule City Council,Eastern Metropolitan,3,710000.0,11.4,3084.0,3.0,1.0,1.0,174.0,-37.7404,145.0648,Rosanna,0.2983
4288,Rosanna,3/165 Mountain View Pde,t,S,Miles,Banyule City Council,Eastern Metropolitan,3,990000.0,11.4,3084.0,3.0,2.0,2.0,276.0,-37.7336,145.0615,Macleod,1.0527
4289,Rosanna,23 Silk St,h,S,Miles,Banyule City Council,Eastern Metropolitan,3,908000.0,11.4,3084.0,3.0,1.0,2.0,692.0,-37.7345,145.0753,Macleod,1.0629
4290,Seddon,56 Hamilton St,h,S,Burnham,Maribyrnong City Council,Western Metropolitan,3,1145000.0,6.6,3011.0,3.0,1.0,1.0,350.0,-37.8094,144.8869,Yarraville,0.7625
4291,Seddon,14 Pole St,h,S,Jas,Maribyrnong City Council,Western Metropolitan,3,970000.0,6.6,3011.0,3.0,1.0,0.0,137.0,-37.8078,144.8972,Seddon,0.1346
4292,Seddon,38 Lily St,h,VB,Jas,Maribyrnong City Council,Western Metropolitan,3,1325000.0,6.6,3011.0,3.0,3.0,2.0,227.0,-37.8033,144.8897,Middle Footscray,0.1667
4293,Seddon,58 Station Rd,h,S,Sweeney,Maribyrnong City Council,Western Metropolitan,3,1330000.0,6.6,3011.0,3.0,3.0,2.0,168.0,-37.8066,144.887,West Footscray,0.5415
4294,Seddon,44 Alexander St,h,SP,Jas,Maribyrnong City Council,Western Metropolitan,3,1075000.0,6.6,3011.0,3.0,2.0,1.0,306.0,-37.8038,144.8896,Middle Footscray,0.208
4295,Seddon,50 Hyde St,h,S,Village,Maribyrnong City Council,Western Metropolitan,3,937500.0,6.6,3011.0,2.0,2.0,2.0,409.0,-37.8097,144.8987,Seddon,0.2639
4296,Seddon,15 Pentland Pde,h,S,Village,Maribyrnong City Council,Western Metropolitan,4,1201000.0,6.6,3011.0,4.0,2.0,1.0,299.0,-37.8087,144.8952,Seddon,0.075
4297,Seddon,61 Station Rd,h,S,Jas,Maribyrnong City Council,Western Metropolitan,3,990000.0,6.6,3011.0,3.0,1.0,0.0,371.0,-37.8066,144.8853,West Footscray,0.5292
4298,Seddon,1/26 emma St,t,SP,Greg,Maribyrnong City Council,Western Metropolitan,2,720000.0,6.6,3011.0,2.0,1.0,1.0,126.0,-37.8045,144.8898,Middle Footscray,0.2584
4299,Seddon,5 Henry St,h,S,Jas,Maribyrnong City Council,Western Metropolitan,2,780000.0,6.6,3011.0,2.0,1.0,1.0,176.0,-37.8052,144.8883,Middle Footscray,0.3996
4300,Seddon,64 Pilgrim St,h,SP,Jas,Maribyrnong City Council,Western Metropolitan,3,880000.0,6.6,3011.0,3.0,1.0,0.0,216.0,-37.8052,144.8941,Middle Footscray,0.3871
4301,Seddon,11 Hotham St,h,SP,Jas,Maribyrnong City Council,Western Metropolitan,3,1395000.0,6.6,3011.0,3.0,1.0,2.0,467.0,-37.8093,144.8941,Seddon,0.1879
4302,Seddon,16 Margaret St,h,S,Jas,Maribyrnong City Council,Western Metropolitan,3,965000.0,6.6,3011.0,3.0,1.0,0.0,217.0,-37.8037,144.8874,West Footscray,0.257
4303,Seddon,258 Nicholson St,h,VB,Jas,Maribyrnong City Council,Western Metropolitan,3,920000.0,6.6,3011.0,3.0,2.0,1.0,309.0,-37.807,144.898,Seddon,0.2469
4304,Seddon,24 Perry St,h,S,Jas,Maribyrnong City Council,Western Metropolitan,3,1001000.0,6.6,3011.0,2.0,1.0,1.0,256.0,-37.8086,144.8927,Seddon,0.2937
4305,Seddon,2 Skipper La,t,SP,Village,Maribyrnong City Council,Western Metropolitan,2,755000.0,6.6,3011.0,2.0,2.0,1.0,97.0,-37.8044,144.8941,Middle Footscray,0.3232
4306,Seddon,70 Station Rd,h,S,Jas,Maribyrnong City Council,Western Metropolitan,3,875000.0,6.6,3011.0,3.0,2.0,2.0,193.0,-37.8065,144.8866,West Footscray,0.5239
4307,Seddon,5 Williamstown Rd,h,SP,Biggin,Maribyrnong City Council,Western Metropolitan,2,822500.0,6.6,3011.0,2.0,2.0,1.0,228.0,-37.8034,144.8855,West Footscray,0.173
4308,Seddon,52 Alexander St,h,S,Burnham,Maribyrnong City Council,Western Metropolitan,2,990000.0,6.6,3011.0,2.0,1.0,2.0,306.0,-37.8037,144.8893,Middle Footscray,0.2209
4309,Seddon,22 Alfred St,h,VB,Village,Maribyrnong City Council,Western Metropolitan,3,1080000.0,6.6,3011.0,3.0,1.0,0.0,234.0,-37.8051,144.8858,West Footscray,0.3617
4310,Seddon,34 Princess St,h,S,Jas,Maribyrnong City Council,Western Metropolitan,3,1126000.0,6.6,3011.0,3.0,1.0,0.0,357.0,-37.8103,144.8962,Seddon,0.1903
4311,Seddon,2 Seddon St,h,SP,Sweeney,Maribyrnong City Council,Western Metropolitan,2,1025000.0,6.6,3011.0,2.0,1.0,0.0,248.0,-37.8083,144.8896,Seddon,0.567
4312,Seddon,93 Williamstown Rd,h,SP,Jas,Maribyrnong City Council,Western Metropolitan,5,1275000.0,6.6,3011.0,5.0,3.0,1.0,386.0,-37.8078,144.8846,West Footscray,0.6681
4313,Seddon,20 Greig St,h,S,Jas,Maribyrnong City Council,Western Metropolitan,3,881000.0,6.6,3011.0,2.0,1.0,2.0,217.0,-37.8075,144.8909,Seddon,0.4679
4314,Seddon,27 thomson St,h,SP,Jas,Maribyrnong City Council,Western Metropolitan,2,955000.0,6.6,3011.0,2.0,1.0,0.0,148.0,-37.8084,144.8907,Seddon,0.4699
4315,Seddon,4 webster St,h,SP,Jas,Maribyrnong City Council,Western Metropolitan,4,1455000.0,6.6,3011.0,4.0,2.0,3.0,571.0,-37.809,144.8865,West Footscray,0.7987
4316,Seddon,23 Henry St,h,S,Burnham,Maribyrnong City Council,Western Metropolitan,3,1200000.0,6.6,3011.0,2.0,1.0,1.0,374.0,-37.8057,144.8882,Middle Footscray,0.4481
4317,Seddon,32 Walter St,h,VB,Jas,Maribyrnong City Council,Western Metropolitan,4,970000.0,6.6,3011.0,2.0,2.0,1.0,149.0,-37.8047,144.8948,Middle Footscray,0.3918
4318,Seddon,54 Charles St,h,SP,Village,Maribyrnong City Council,Western Metropolitan,3,1032000.0,6.6,3011.0,3.0,1.0,0.0,224.0,-37.8067,144.8934,Seddon,0.3134
4319,Seddon,8 Perry St,h,S,Jas,Maribyrnong City Council,Western Metropolitan,2,887000.0,6.6,3011.0,2.0,1.0,1.0,170.0,-37.8082,144.8928,Seddon,0.2882
4320,Seddon,3 South St,h,S,Williams,Maribyrnong City Council,Western Metropolitan,3,965000.0,6.6,3011.0,3.0,1.0,1.0,283.0,-37.8064,144.8944,Seddon,0.2834
4321,Seddon,6 Staff St,h,PI,Biggin,Maribyrnong City Council,Western Metropolitan,4,920000.0,6.6,3011.0,2.0,1.0,0.0,274.0,-37.8039,144.8929,Middle Footscray,0.2087
4322,Seddon,18 William St,h,S,Jas,Maribyrnong City Council,Western Metropolitan,4,1270000.0,6.6,3011.0,3.0,1.0,1.0,352.0,-37.8059,144.8899,Middle Footscray,0.3972
4323,Seddon,28 Lily St,h,S,Nelson,Maribyrnong City Council,Western Metropolitan,3,1310000.0,6.6,3011.0,3.0,2.0,1.0,229.0,-37.8032,144.8892,Middle Footscray,0.2008
4324,Seddon,80 Gamon St,h,S,Chisholm,Maribyrnong City Council,Western Metropolitan,2,815000.0,6.6,3011.0,2.0,1.0,0.0,172.0,-37.81,144.8896,Seddon,0.5872
4325,Seddon,278 Nicholson St,h,PI,Village,Maribyrnong City Council,Western Metropolitan,2,701000.0,6.6,3011.0,2.0,1.0,0.0,164.0,-37.8078,144.8979,Seddon,0.1854
4326,South Melbourne,157 Napier St,h,SP,Marshall,Port Phillip City Council,Southern Metropolitan,3,1600000.0,2.1,3205.0,3.0,2.0,1.0,88.0,-37.8363,144.9628,Flinders Street,2.0329
4327,South Melbourne,18 Cobden St,h,S,Greg,Port Phillip City Council,Southern Metropolitan,2,920500.0,2.1,3205.0,2.0,1.0,0.0,114.0,-37.8344,144.9686,Flinders Street,1.7934
4328,South Melbourne,396 Dorcas St,h,S,Greg,Port Phillip City Council,Southern Metropolitan,4,1620000.0,2.1,3205.0,4.0,2.0,0.0,163.0,-37.8355,144.951,Southern Cross,1.9094
4329,South Melbourne,218 Ferrars St,h,S,Marshall,Port Phillip City Council,Southern Metropolitan,1,1002000.0,2.1,3205.0,1.0,1.0,0.0,84.0,-37.8332,144.9548,Southern Cross,1.6666
4330,South Melbourne,294 Moray St,h,S,Marshall,Port Phillip City Council,Southern Metropolitan,2,1355000.0,2.1,3205.0,2.0,1.0,0.0,101.0,-37.8359,144.9644,Flinders Street,1.968
4331,South Melbourne,25 Mountain St,h,S,hockingstuart,Port Phillip City Council,Southern Metropolitan,3,1270000.0,2.1,3205.0,3.0,1.0,0.0,149.0,-37.8374,144.9495,Southern Cross,2.131
4332,South Melbourne,38 Tribe St,h,S,Marshall,Port Phillip City Council,Southern Metropolitan,3,2633000.0,2.1,3205.0,3.0,1.0,0.0,276.0,-37.838,144.9489,Southern Cross,2.2036
4333,South Melbourne,144 Cobden St,h,PI,Greg,Port Phillip City Council,Southern Metropolitan,3,1405000.0,2.1,3205.0,3.0,1.0,1.0,181.0,-37.8365,144.9631,Flinders Street,2.0502
4334,South Melbourne,3 Park Pl,u,S,Marshall,Port Phillip City Council,Southern Metropolitan,1,760500.0,2.1,3205.0,2.0,0.0,0.0,438.0,-37.8353,144.96,Flinders Street,1.9855
4335,South Melbourne,352 Moray St,h,PI,Marshall,Port Phillip City Council,Southern Metropolitan,4,2260000.0,2.1,3205.0,5.0,3.0,0.0,190.0,-37.8377,144.9653,Flinders Street,2.16
4336,South Melbourne,33 Mountain St,h,S,Greg,Port Phillip City Council,Southern Metropolitan,2,1150000.0,2.1,3205.0,2.0,1.0,0.0,113.0,-37.8373,144.9493,Southern Cross,2.122
4337,South Melbourne,72 Smith St,h,SP,Marshall,Port Phillip City Council,Southern Metropolitan,3,1595000.0,2.1,3205.0,3.0,2.0,0.0,171.0,-37.8391,144.9501,Southern Cross,2.3142
4338,South Melbourne,247 York St,h,S,Greg,Port Phillip City Council,Southern Metropolitan,3,1250000.0,2.1,3205.0,3.0,2.0,0.0,224.0,-37.8329,144.9529,Southern Cross,1.6186
4339,South Melbourne,315 Moray St,h,S,Marshall,Port Phillip City Council,Southern Metropolitan,4,2180000.0,2.1,3205.0,4.0,3.0,1.0,200.0,-37.836,144.965,Flinders Street,1.9736
4340,South Melbourne,22A Cobden St,h,SP,Cayzer,Port Phillip City Council,Southern Metropolitan,2,930000.0,2.1,3205.0,2.0,1.0,0.0,115.0,-37.8345,144.9685,Flinders Street,1.8039
4341,South Melbourne,25 Cobden St,h,VB,Greg,Port Phillip City Council,Southern Metropolitan,3,1200000.0,2.1,3205.0,3.0,2.0,0.0,113.0,-37.8346,144.9688,Flinders Street,1.8171
4342,South Melbourne,16 Tribe St,h,S,Cayzer,Port Phillip City Council,Southern Metropolitan,3,2000000.0,2.1,3205.0,3.0,2.0,1.0,161.0,-37.8383,144.9499,Southern Cross,2.227
4343,South Melbourne,50 Bridport St,h,PI,Greg,Port Phillip City Council,Southern Metropolitan,2,2000000.0,2.1,3205.0,2.0,2.0,1.0,141.0,-37.8389,144.9612,Flinders Street,2.3442
4344,South Melbourne,481 City Rd,h,VB,Greg,Port Phillip City Council,Southern Metropolitan,2,1100000.0,2.1,3205.0,2.0,1.0,2.0,185.0,-37.8337,144.9507,Southern Cross,1.7114
4345,South Melbourne,24 Lyell St,h,VB,Greg,Port Phillip City Council,Southern Metropolitan,3,1250000.0,2.1,3205.0,3.0,2.0,1.0,108.0,-37.8363,144.9509,Southern Cross,1.9987
4346,South Melbourne,248 Montague St,h,VB,Marshall,Port Phillip City Council,Southern Metropolitan,3,1650000.0,2.1,3205.0,3.0,2.0,0.0,204.0,-37.8357,144.9531,Southern Cross,1.9304
4347,South Melbourne,58C Napier St,h,S,hockingstuart,Port Phillip City Council,Southern Metropolitan,3,770000.0,2.1,3205.0,3.0,2.0,1.0,2325.0,-37.8346,144.9673,Flinders Street,1.8103
4348,South Melbourne,296 Albert Rd,h,S,Marshall,Port Phillip City Council,Southern Metropolitan,3,1825000.0,2.1,3205.0,3.0,2.0,2.0,151.0,-37.8383,144.9632,Flinders Street,2.2465
4349,South Melbourne,48 Glover St,h,VB,Greg,Port Phillip City Council,Southern Metropolitan,2,1200000.0,2.1,3205.0,2.0,2.0,1.0,131.0,-37.839,144.948,Southern Cross,2.3251
4350,South Melbourne,8 Fitzpatrick St,t,S,Cayzer,Port Phillip City Council,Southern Metropolitan,3,1450000.0,2.1,3205.0,3.0,2.0,1.0,146.0,-37.8331,144.9665,Flinders Street,1.6439
4351,South Melbourne,46 Cobden St,h,PI,Greg,Port Phillip City Council,Southern Metropolitan,3,1390000.0,2.1,3205.0,3.0,2.0,1.0,138.0,-37.8351,144.9675,Flinders Street,1.8663
4352,South Melbourne,18a Iffla St,h,S,Marshall,Port Phillip City Council,Southern Metropolitan,4,1615000.0,2.1,3205.0,4.0,3.0,2.0,577.0,-37.8357,144.9502,Southern Cross,1.9367
4353,South Melbourne,10 Coote St,t,S,Parkinson,Port Phillip City Council,Southern Metropolitan,3,1185000.0,2.1,3205.0,3.0,2.0,1.0,111.0,-37.8341,144.9541,Southern Cross,1.7589
4354,South Melbourne,16 Glover St,h,S,Cayzer,Port Phillip City Council,Southern Metropolitan,3,1720000.0,2.1,3205.0,3.0,1.0,0.0,130.0,-37.8398,144.9493,Southern Cross,2.3982
4355,South Melbourne,164 Cecil St,h,S,Marshall,Port Phillip City Council,Southern Metropolitan,3,2075000.0,2.1,3205.0,3.0,2.0,0.0,141.0,-37.8333,144.9576,Southern Cross,1.7284
4356,South Melbourne,52 Eastern Rd,h,S,Marshall,Port Phillip City Council,Southern Metropolitan,3,2525000.0,2.1,3205.0,3.0,2.0,1.0,234.0,-37.8355,144.9663,Flinders Street,1.9112
4357,South Yarra,4/38 MacFarlan St,u,S,hockingstuart,Melbourne City Council,Southern Metropolitan,2,965000.0,3.3,3141.0,2.0,2.0,2.0,2143.0,-37.8393,144.9886,South Yarra,0.3455
4358,South Yarra,5/6 Tivoli Pl,u,S,hockingstuart,Melbourne City Council,Southern Metropolitan,2,863000.0,3.3,3141.0,2.0,2.0,1.0,742.0,-37.8357,144.9867,South Yarra,0.5668
4359,South Yarra,12 Witchwood Cl,t,PI,hockingstuart,Melbourne City Council,Southern Metropolitan,3,1460000.0,3.3,3141.0,2.0,2.0,1.0,181.0,-37.8334,144.9867,South Yarra,0.7287
4360,South Yarra,1/14 Arthur St,t,S,Kay,Melbourne City Council,Southern Metropolitan,3,1250000.0,3.3,3141.0,3.0,2.0,1.0,80.0,-37.8416,144.9923,South Yarra,0.3738
4361,South Yarra,29 MacFarlan St,h,S,RT,Melbourne City Council,Southern Metropolitan,2,2325000.0,3.3,3141.0,2.0,2.0,2.0,355.0,-37.8392,144.9883,South Yarra,0.3669
4362,South Yarra,26 Fawkner St,h,S,Jellis,Melbourne City Council,Southern Metropolitan,2,1455000.0,3.3,3141.0,2.0,1.0,0.0,225.0,-37.8421,144.9876,South Yarra,0.5954
4363,South Yarra,6/24 Kensington Rd,t,S,Kay,Melbourne City Council,Southern Metropolitan,2,1365000.0,3.3,3141.0,3.0,2.0,1.0,1302.0,-37.8377,145.0021,Hawksburn,0.7748
4364,South Yarra,9/372 Toorak Rd,u,S,hockingstuart,Melbourne City Council,Southern Metropolitan,1,411000.0,3.3,3141.0,1.0,1.0,1.0,1369.0,-37.8405,145.0025,Hawksburn,0.4648
